# alfa=-1 beta=3 gamma=1.5 omega=0.6 k=0
42.77 -0.277589 0.631709 1.38104 0.303155
42.78 -0.263709 0.634756 1.36531 0.301718
42.79 -0.249988 0.637788 1.34969 0.300203
42.8 -0.236423 0.640805 1.33419 0.298608
42.81 -0.223014 0.643806 1.31881 0.296932
42.82 -0.20976 0.646791 1.30355 0.295176
42.83 -0.196659 0.649757 1.28844 0.293338
42.84 -0.18371 0.652705 1.27346 0.291419
42.85 -0.170911 0.655634 1.25862 0.289417
42.86 -0.158262 0.658543 1.24394 0.287333
42.87 -0.14576 0.661431 1.22941 0.285165
42.88 -0.133404 0.664296 1.21504 0.282914
42.89 -0.121193 0.66714 1.20083 0.280579
42.9 -0.109124 0.66996 1.18679 0.278161
42.91 -0.097197 0.672755 1.17291 0.275658
42.92 -0.0854091 0.675526 1.15919 0.273071
42.93 -0.073759 0.67827 1.14565 0.2704
42.94 -0.0622451 0.680988 1.13227 0.267644
42.95 -0.0508655 0.683678 1.11907 0.264804
42.96 -0.0396187 0.686339 1.10603 0.261879
42.97 -0.028503 0.688971 1.09317 0.258871
42.98 -0.0175164 0.691572 1.08047 0.255778
42.99 -0.00665752 0.694143 1.06795 0.252601
43 0.00407555 0.696682 1.05559 0.249341
43.01 0.0146844 0.699188 1.04341 0.245997
43.02 0.0251709 0.70166 1.03139 0.242571
43.03 0.0355365 0.704098 1.01954 0.239062
43.04 0.045783 0.7065 1.00785 0.23547
43.05 0.0559121 0.708867 0.996325 0.231798
43.06 0.0659253 0.711197 0.984962 0.228045
43.07 0.0758244 0.713488 0.973758 0.224211
43.08 0.0856108 0.715742 0.962712 0.220298
43.09 0.0952862 0.717956 0.951821 0.216306
43.1 0.104852 0.72013 0.941084 0.212237
43.11 0.11431 0.722263 0.930497 0.20809
43.12 0.123662 0.724354 0.920059 0.203868
43.13 0.132909 0.726403 0.909767 0.199571
43.14 0.142052 0.728409 0.899618 0.1952
43.15 0.151093 0.730371 0.88961 0.190756
43.16 0.160034 0.732288 0.87974 0.18624
43.17 0.168876 0.734159 0.870006 0.181655
43.18 0.177619 0.735985 0.860405 0.177001
43.19 0.186266 0.737764 0.850934 0.172279
43.2 0.194818 0.739495 0.84159 0.167491
43.21 0.203277 0.741179 0.83237 0.162638
43.22 0.211642 0.742813 0.823272 0.157723
43.23 0.219916 0.744398 0.814293 0.152746
43.24 0.2281 0.745934 0.805429 0.14771
43.25 0.236195 0.747418 0.796678 0.142615
43.26 0.244201 0.748851 0.788038 0.137464
43.27 0.252121 0.750233 0.779504 0.132259
43.28 0.259955 0.751562 0.771075 0.127002
43.29 0.267705 0.752838 0.762748 0.121694
43.3 0.275371 0.754062 0.754519 0.116337
43.31 0.282954 0.755231 0.746386 0.110934
43.32 0.290455 0.756346 0.738345 0.105486
43.33 0.297875 0.757406 0.730395 0.0999958
43.34 0.305216 0.758411 0.722532 0.0944655
43.35 0.312478 0.75936 0.714754 0.0888971
43.36 0.319661 0.760254 0.707058 0.0832929
43.37 0.326767 0.761091 0.69944 0.0776552
43.38 0.333796 0.761871 0.6919 0.0719862
43.39 0.34075 0.762595 0.684433 0.0662882
43.4 0.347629 0.763261 0.677037 0.0605638
43.41 0.354433 0.763869 0.669709 0.0548151
43.42 0.361164 0.76442 0.662448 0.0490447
43.43 0.367822 0.764913 0.655251 0.0432549
43.44 0.374407 0.765348 0.648114 0.0374483
43.45 0.380921 0.765724 0.641036 0.0316272
43.46 0.387363 0.766042 0.634014 0.0257942
43.47 0.393735 0.766301 0.627047 0.0199518
43.48 0.400037 0.766502 0.62013 0.0141024
43.49 0.406269 0.766644 0.613264 0.00824861
43.5 0.412433 0.766727 0.606444 0.00239293
43.51 0.418528 0.766751 0.599669 -0.00346211
43.52 0.424554 0.766716 0.592937 -0.009314
43.53 0.430514 0.766622 0.586246 -0.0151602
43.54 0.436405 0.76647 0.579594 -0.0209982
43.55 0.44223 0.766259 0.572978 -0.0268255
43.56 0.447989 0.765989 0.566398 -0.0326396
43.57 0.453681 0.765661 0.55985 -0.0384381
43.58 0.459308 0.765275 0.553333 -0.0442183
43.59 0.464869 0.764831 0.546847 -0.0499779
43.6 0.470365 0.764328 0.540387 -0.0557145
43.61 0.475796 0.763768 0.533954 -0.0614256
43.62 0.481162 0.763151 0.527546 -0.0671089
43.63 0.486464 0.762477 0.52116 -0.0727619
43.64 0.491702 0.761745 0.514796 -0.0783823
43.65 0.496876 0.760957 0.508452 -0.0839679
43.66 0.501986 0.760114 0.502127 -0.0895164
43.67 0.507032 0.759214 0.495819 -0.0950254
43.68 0.512015 0.758259 0.489527 -0.100493
43.69 0.516935 0.757249 0.48325 -0.105917
43.7 0.521792 0.756184 0.476988 -0.111295
43.71 0.526586 0.755066 0.470738 -0.116625
43.72 0.531317 0.753894 0.4645 -0.121905
43.73 0.535985 0.752669 0.458273 -0.127133
43.74 0.540591 0.751391 0.452055 -0.132307
43.75 0.545134 0.750061 0.445847 -0.137425
43.76 0.549615 0.74868 0.439648 -0.142486
43.77 0.554033 0.747248 0.433456 -0.147487
43.78 0.55839 0.745766 0.427272 -0.152428
43.79 0.562684 0.744234 0.421094 -0.157305
43.8 0.566916 0.742653 0.414922 -0.162118
43.81 0.571086 0.741024 0.408755 -0.166865
43.82 0.575194 0.739347 0.402594 -0.171545
43.83 0.57924 0.737623 0.396438 -0.176155
43.84 0.583224 0.735852 0.390287 -0.180695
43.85 0.587147 0.734036 0.38414 -0.185164
43.86 0.591007 0.732175 0.377997 -0.189559
43.87 0.594806 0.73027 0.371859 -0.19388
43.88 0.598544 0.728322 0.365725 -0.198126
43.89 0.602219 0.72633 0.359596 -0.202296
43.9 0.605833 0.724297 0.353471 -0.206388
43.91 0.609386 0.722223 0.34735 -0.210401
43.92 0.612877 0.720109 0.341235 -0.214335
43.93 0.616306 0.717954 0.335124 -0.218189
43.94 0.619674 0.715762 0.329019 -0.221962
43.95 0.622981 0.713531 0.322921 -0.225653
43.96 0.626226 0.711263 0.316828 -0.229262
43.97 0.62941 0.708959 0.310743 -0.232788
43.98 0.632533 0.706619 0.304665 -0.23623
43.99 0.635595 0.704245 0.298595 -0.239589
44 0.638596 0.701837 0.292534 -0.242862
44.01 0.641536 0.699396 0.286483 -0.246051
44.02 0.644415 0.696924 0.280442 -0.249155
44.03 0.647234 0.69442 0.274412 -0.252173
44.04 0.649992 0.691885 0.268395 -0.255106
44.05 0.652689 0.689321 0.26239 -0.257953
44.06 0.655326 0.686729 0.2564 -0.260714
44.07 0.657903 0.684109 0.250424 -0.263389
44.08 0.66042 0.681461 0.244465 -0.265979
44.09 0.662877 0.678788 0.238523 -0.268482
44.1 0.665274 0.67609 0.2326 -0.2709
44.11 0.667612 0.673367 0.226696 -0.273232
44.12 0.66989 0.670621 0.220814 -0.275478
44.13 0.672109 0.667853 0.214953 -0.27764
44.14 0.67427 0.665063 0.209116 -0.279717
44.15 0.676371 0.662251 0.203304 -0.281709
44.16 0.678414 0.65942 0.197518 -0.283617
44.17 0.6804 0.65657 0.19176 -0.285441
44.18 0.682327 0.653701 0.186031 -0.287183
44.19 0.684196 0.650815 0.180332 -0.288841
44.2 0.686009 0.647912 0.174666 -0.290417
44.21 0.687764 0.644993 0.169033 -0.291912
44.22 0.689463 0.642059 0.163435 -0.293325
44.23 0.691106 0.639111 0.157874 -0.294658
44.24 0.692692 0.63615 0.152351 -0.295912
44.25 0.694223 0.633176 0.146868 -0.297086
44.26 0.695699 0.63019 0.141427 -0.298183
44.27 0.697121 0.627193 0.136029 -0.299201
44.28 0.698488 0.624186 0.130675 -0.300143
44.29 0.699801 0.62117 0.125368 -0.301009
44.3 0.701061 0.618145 0.120109 -0.3018
44.31 0.702268 0.615112 0.1149 -0.302516
44.32 0.703423 0.612071 0.109742 -0.30316
44.33 0.704526 0.609025 0.104637 -0.30373
44.34 0.705578 0.605972 0.0995866 -0.304229
44.35 0.706578 0.602914 0.0945927 -0.304658
44.36 0.707529 0.599853 0.0896568 -0.305017
44.37 0.70843 0.596787 0.0847805 -0.305307
44.38 0.709282 0.593719 0.0799655 -0.305529
44.39 0.710086 0.590648 0.0752135 -0.305684
44.4 0.710842 0.587576 0.070526 -0.305774
44.41 0.711551 0.584503 0.0659047 -0.305799
44.42 0.712213 0.58143 0.0613511 -0.30576
44.43 0.71283 0.578357 0.0568669 -0.305659
44.44 0.713401 0.575285 0.0524535 -0.305495
44.45 0.713928 0.572214 0.0481127 -0.305271
44.46 0.714412 0.569146 0.0438458 -0.304988
44.47 0.714852 0.566081 0.0396543 -0.304646
44.48 0.715251 0.563019 0.0355399 -0.304246
44.49 0.715608 0.559962 0.0315038 -0.30379
44.5 0.715925 0.556909 0.0275476 -0.303278
44.51 0.716202 0.553861 0.0236726 -0.302712
44.52 0.71644 0.550818 0.0198802 -0.302093
44.53 0.716639 0.547782 0.0161718 -0.301421
44.54 0.716802 0.544753 0.0125486 -0.300698
44.55 0.716928 0.541731 0.00901195 -0.299925
44.56 0.717019 0.538716 0.0055631 -0.299103
44.57 0.717075 0.53571 0.00220324 -0.298233
44.58 0.717097 0.532713 -0.00106644 -0.297316
44.59 0.717086 0.529725 -0.0042448 -0.296353
44.6 0.717043 0.526747 -0.00733075 -0.295344
44.61 0.71697 0.523778 -0.0103232 -0.294292
44.62 0.716866 0.520821 -0.0132212 -0.293196
44.63 0.716733 0.517874 -0.0160236 -0.292059
44.64 0.716572 0.514939 -0.0187296 -0.290881
44.65 0.716384 0.512015 -0.0213382 -0.289662
44.66 0.716169 0.509104 -0.0238487 -0.288405
44.67 0.71593 0.506206 -0.02626 -0.28711
44.68 0.715666 0.50332 -0.0285715 -0.285777
44.69 0.715379 0.500448 -0.0307824 -0.284408
44.7 0.715069 0.49759 -0.0328921 -0.283004
44.71 0.714739 0.494746 -0.0348998 -0.281566
44.72 0.714388 0.491916 -0.0368049 -0.280094
44.73 0.714018 0.489101 -0.0386069 -0.27859
44.74 0.71363 0.486301 -0.0403053 -0.277054
44.75 0.713225 0.483516 -0.0418995 -0.275487
44.76 0.712804 0.480748 -0.0433891 -0.273891
44.77 0.712368 0.477995 -0.0447737 -0.272266
44.78 0.711918 0.475259 -0.046053 -0.270612
44.79 0.711455 0.472539 -0.0472267 -0.268931
44.8 0.71098 0.469836 -0.0482944 -0.267223
44.81 0.710495 0.467151 -0.0492559 -0.26549
44.82 0.71 0.464482 -0.0501112 -0.263732
44.83 0.709496 0.461832 -0.0508599 -0.26195
44.84 0.708985 0.459199 -0.0515022 -0.260144
44.85 0.708467 0.456585 -0.0520377 -0.258316
44.86 0.707944 0.453989 -0.0524667 -0.256465
44.87 0.707417 0.451411 -0.0527891 -0.254594
44.88 0.706887 0.448852 -0.0530049 -0.252702
44.89 0.706354 0.446313 -0.0531143 -0.25079
44.9 0.70582 0.443792 -0.0531175 -0.248859
44.91 0.705286 0.441291 -0.0530146 -0.24691
44.92 0.704753 0.43881 -0.0528058 -0.244943
44.93 0.704223 0.436348 -0.0524915 -0.242959
44.94 0.703695 0.433906 -0.052072 -0.240958
44.95 0.703172 0.431485 -0.0515475 -0.238942
44.96 0.702654 0.429083 -0.0509186 -0.23691
44.97 0.702142 0.426702 -0.0501856 -0.234863
44.98 0.701638 0.424342 -0.049349 -0.232803
44.99 0.701142 0.422002 -0.0484093 -0.230728
45 0.700655 0.419683 -0.047367 -0.228641
45.01 0.700179 0.417385 -0.0462228 -0.226542
45.02 0.699715 0.415108 -0.0449772 -0.22443
45.03 0.699263 0.412853 -0.0436308 -0.222307
45.04 0.698824 0.410619 -0.0421845 -0.220173
45.05 0.6984 0.408406 -0.0406388 -0.218029
45.06 0.697992 0.406215 -0.0389946 -0.215874
45.07 0.6976 0.404045 -0.0372526 -0.21371
45.08 0.697225 0.401897 -0.0354137 -0.211537
45.09 0.696869 0.399771 -0.0334786 -0.209356
45.1 0.696533 0.397667 -0.0314484 -0.207166
45.11 0.696217 0.395585 -0.0293238 -0.204969
45.12 0.695922 0.393525 -0.027106 -0.202764
45.13 0.69565 0.391487 -0.0247958 -0.200552
45.14 0.695401 0.389472 -0.0223942 -0.198334
45.15 0.695176 0.387479 -0.0199024 -0.196109
45.16 0.694976 0.385508 -0.0173213 -0.193879
45.17 0.694801 0.383559 -0.0146521 -0.191643
45.18 0.694654 0.381633 -0.011896 -0.189402
45.19 0.694535 0.37973 -0.00905405 -0.187156
45.2 0.694444 0.377849 -0.00612752 -0.184906
45.21 0.694382 0.37599 -0.00311761 -0.182651
45.22 0.694351 0.374155 -2.55877e-05 -0.180392
45.23 0.69435 0.372342 0.00314726 -0.17813
45.24 0.694382 0.370551 0.00639962 -0.175865
45.25 0.694446 0.368784 0.00973014 -0.173596
45.26 0.694544 0.367039 0.0131374 -0.171325
45.27 0.694676 0.365317 0.0166201 -0.169051
45.28 0.694843 0.363618 0.0201768 -0.166775
45.29 0.695046 0.361942 0.0238059 -0.164497
45.3 0.695285 0.360289 0.027506 -0.162217
45.31 0.695562 0.358659 0.0312756 -0.159935
45.32 0.695876 0.357051 0.0351131 -0.157652
45.33 0.696229 0.355467 0.0390169 -0.155367
45.34 0.696621 0.353905 0.0429855 -0.153082
45.35 0.697053 0.352367 0.0470171 -0.150796
45.36 0.697526 0.350851 0.0511102 -0.148509
45.37 0.698039 0.349359 0.055263 -0.146222
45.38 0.698595 0.347889 0.0594737 -0.143934
45.39 0.699192 0.346443 0.0637407 -0.141646
45.4 0.699833 0.345019 0.0680621 -0.139358
45.41 0.700517 0.343619 0.0724362 -0.137071
45.42 0.701245 0.342241 0.076861 -0.134783
45.43 0.702018 0.340886 0.0813346 -0.132496
45.44 0.702835 0.339555 0.0858552 -0.13021
45.45 0.703698 0.338246 0.0904209 -0.127924
45.46 0.704607 0.336961 0.0950295 -0.125639
45.47 0.705562 0.335698 0.0996792 -0.123355
45.48 0.706563 0.334458 0.104368 -0.121072
45.49 0.707612 0.333241 0.109093 -0.11879
45.5 0.708709 0.332047 0.113854 -0.116508
45.51 0.709853 0.330877 0.118647 -0.114229
45.52 0.711045 0.329729 0.12347 -0.11195
45.53 0.712286 0.328603 0.128322 -0.109673
45.54 0.713576 0.327501 0.133199 -0.107397
45.55 0.714915 0.326422 0.138101 -0.105123
45.56 0.716303 0.325365 0.143023 -0.102851
45.57 0.71774 0.324332 0.147965 -0.10058
45.58 0.719227 0.323321 0.152923 -0.0983105
45.59 0.720764 0.322333 0.157896 -0.096043
45.6 0.722351 0.321368 0.16288 -0.0937772
45.61 0.723988 0.320425 0.167873 -0.0915133
45.62 0.725675 0.319505 0.172874 -0.0892512
45.63 0.727412 0.318608 0.177878 -0.0869909
45.64 0.7292 0.317734 0.182884 -0.0847325
45.65 0.731038 0.316882 0.187888 -0.0824761
45.66 0.732926 0.316054 0.192889 -0.0802216
45.67 0.734865 0.315247 0.197883 -0.077969
45.68 0.736854 0.314464 0.202867 -0.0757185
45.69 0.738893 0.313703 0.20784 -0.0734698
45.7 0.740981 0.312964 0.212797 -0.0712232
45.71 0.74312 0.312249 0.217737 -0.0689785
45.72 0.745308 0.311555 0.222656 -0.0667359
45.73 0.747546 0.310885 0.227551 -0.0644952
45.74 0.749833 0.310236 0.232419 -0.0622565
45.75 0.752169 0.309611 0.237257 -0.0600198
45.76 0.754553 0.309008 0.242062 -0.057785
45.77 0.756986 0.308427 0.246831 -0.0555522
45.78 0.759467 0.307868 0.251562 -0.0533213
45.79 0.761995 0.307333 0.256249 -0.0510923
45.8 0.76457 0.306819 0.260891 -0.0488652
45.81 0.767192 0.306328 0.265485 -0.04664
45.82 0.76986 0.305859 0.270026 -0.0444167
45.83 0.772574 0.305413 0.274512 -0.0421952
45.84 0.775333 0.304989 0.278939 -0.0399755
45.85 0.778137 0.304587 0.283303 -0.0377576
45.86 0.780984 0.304208 0.287603 -0.0355414
45.87 0.783874 0.30385 0.291833 -0.033327
45.88 0.786807 0.303515 0.29599 -0.0311143
45.89 0.789782 0.303203 0.300072 -0.0289032
45.9 0.792798 0.302912 0.304074 -0.0266937
45.91 0.795854 0.302644 0.307993 -0.0244859
45.92 0.798949 0.302398 0.311826 -0.0222796
45.93 0.802083 0.302174 0.315568 -0.0200748
45.94 0.805255 0.301972 0.319216 -0.0178715
45.95 0.808463 0.301793 0.322768 -0.0156696
45.96 0.811707 0.301635 0.326218 -0.0134691
45.97 0.814985 0.3015 0.329563 -0.01127
45.98 0.818297 0.301386 0.332801 -0.00907227
45.99 0.821642 0.301295 0.335926 -0.00687579
46 0.825018 0.301226 0.338936 -0.00468054
46.01 0.828424 0.301179 0.341827 -0.00248651
46.02 0.83186 0.301154 0.344595 -0.000293631
46.03 0.835323 0.301151 0.347237 0.00189812
46.04 0.838813 0.30117 0.349749 0.00408879
46.05 0.842328 0.301211 0.352127 0.00627843
46.06 0.845867 0.301274 0.354368 0.00846706
46.07 0.849428 0.30136 0.356469 0.0106547
46.08 0.853011 0.301467 0.358426 0.0128415
46.09 0.856613 0.301596 0.360235 0.0150274
46.1 0.860234 0.301747 0.361893 0.0172124
46.11 0.863871 0.30192 0.363397 0.0193966
46.12 0.867523 0.302115 0.364743 0.0215801
46.13 0.871189 0.302332 0.365928 0.0237629
46.14 0.874866 0.30257 0.36695 0.0259449
46.15 0.878554 0.302831 0.367804 0.0281264
46.16 0.882251 0.303114 0.368488 0.0303072
46.17 0.885954 0.303418 0.368998 0.0324874
46.18 0.889662 0.303745 0.369332 0.034667
46.19 0.893374 0.304093 0.369488 0.0368462
46.2 0.897088 0.304464 0.369461 0.0390249
46.21 0.900801 0.304856 0.36925 0.0412031
46.22 0.904512 0.30527 0.368852 0.0433808
46.23 0.908219 0.305706 0.368265 0.0455582
46.24 0.91192 0.306164 0.367487 0.0477352
46.25 0.915613 0.306644 0.366514 0.0499119
46.26 0.919297 0.307145 0.365346 0.0520882
46.27 0.922969 0.307669 0.36398 0.0542641
46.28 0.926627 0.308214 0.362414 0.0564398
46.29 0.930269 0.308781 0.360648 0.0586153
46.3 0.933894 0.30937 0.358678 0.0607904
46.31 0.937498 0.309981 0.356505 0.0629653
46.32 0.941081 0.310614 0.354127 0.0651399
46.33 0.94464 0.311269 0.351544 0.0673143
46.34 0.948173 0.311945 0.348753 0.0694885
46.35 0.951679 0.312644 0.345755 0.0716624
46.36 0.955153 0.313364 0.342549 0.0738361
46.37 0.958596 0.314106 0.339136 0.0760096
46.38 0.962004 0.31487 0.335514 0.0781828
46.39 0.965376 0.315656 0.331685 0.0803558
46.4 0.96871 0.316463 0.327648 0.0825285
46.41 0.972003 0.317293 0.323405 0.0847009
46.42 0.975253 0.318144 0.318956 0.086873
46.43 0.978459 0.319017 0.314302 0.0890448
46.44 0.981617 0.319912 0.309444 0.0912163
46.45 0.984727 0.320829 0.304384 0.0933874
46.46 0.987787 0.321767 0.299124 0.0955581
46.47 0.990793 0.322728 0.293665 0.0977283
46.48 0.993744 0.32371 0.288011 0.0998981
46.49 0.996639 0.324714 0.282162 0.102067
46.5 0.999474 0.32574 0.276123 0.104236
46.51 1.00225 0.326787 0.269895 0.106404
46.52 1.00496 0.327856 0.263482 0.108572
46.53 1.00761 0.328948 0.256888 0.110738
46.54 1.01019 0.330061 0.250115 0.112904
46.55 1.01271 0.331195 0.243168 0.115069
46.56 1.01515 0.332352 0.236052 0.117233
46.57 1.01752 0.33353 0.228769 0.119396
46.58 1.01982 0.33473 0.221325 0.121558
46.59 1.02205 0.335952 0.213725 0.123719
46.6 1.02419 0.337195 0.205973 0.125878
46.61 1.02626 0.33846 0.198075 0.128037
46.62 1.02825 0.339747 0.190036 0.130193
46.63 1.03016 0.341055 0.181862 0.132348
46.64 1.03199 0.342385 0.173558 0.134502
46.65 1.03374 0.343737 0.165131 0.136653
46.66 1.0354 0.345111 0.156587 0.138803
46.67 1.03697 0.346506 0.147932 0.14095
46.68 1.03846 0.347922 0.139173 0.143096
46.69 1.03985 0.34936 0.130317 0.145239
46.7 1.04116 0.35082 0.121369 0.147379
46.71 1.04238 0.352301 0.112339 0.149517
46.72 1.04351 0.353804 0.103231 0.151652
46.73 1.04455 0.355328 0.0940549 0.153784
46.74 1.0455 0.356874 0.0848166 0.155913
46.75 1.04635 0.35844 0.0755242 0.158039
46.76 1.04711 0.360029 0.066185 0.160161
46.77 1.04777 0.361638 0.0568069 0.162279
46.78 1.04834 0.363269 0.0473976 0.164393
46.79 1.04882 0.364922 0.0379649 0.166504
46.8 1.0492 0.366595 0.0285166 0.168609
46.81 1.04949 0.36829 0.0190606 0.170711
46.82 1.04968 0.370005 0.00960492 0.172807
46.83 1.04978 0.371742 0.000157426 0.174899
46.84 1.04978 0.3735 -0.00927394 0.176985
46.85 1.04968 0.375278 -0.0186813 0.179065
46.86 1.0495 0.377078 -0.0280566 0.18114
46.87 1.04921 0.378899 -0.0373922 0.183209
46.88 1.04884 0.38074 -0.0466802 0.185271
46.89 1.04837 0.382602 -0.0559129 0.187326
46.9 1.04781 0.384484 -0.0650825 0.189375
46.91 1.04715 0.386388 -0.0741815 0.191416
46.92 1.04641 0.388311 -0.0832024 0.19345
46.93 1.04557 0.390256 -0.0921379 0.195476
46.94 1.04465 0.39222 -0.100981 0.197494
46.95 1.04363 0.394205 -0.109723 0.199503
46.96 1.04253 0.39621 -0.118359 0.201503
46.97 1.04134 0.398235 -0.126881 0.203493
46.98 1.04006 0.40028 -0.135283 0.205474
46.99 1.0387 0.402345 -0.143557 0.207445
47 1.03726 0.40443 -0.151699 0.209406
47.01 1.03574 0.406535 -0.1597 0.211355
47.02 1.03413 0.408659 -0.167557 0.213294
47.03 1.03245 0.410803 -0.175262 0.21522
47.04 1.03069 0.412966 -0.18281 0.217135
47.05 1.02885 0.415148 -0.190195 0.219037
47.06 1.02694 0.417349 -0.197413 0.220925
47.07 1.02495 0.41957 -0.204459 0.222801
47.08 1.0229 0.421809 -0.211328 0.224662
47.09 1.02077 0.424067 -0.218015 0.226509
47.1 1.01858 0.426343 -0.224516 0.228341
47.11 1.01633 0.428638 -0.230828 0.230158
47.12 1.01401 0.430951 -0.236945 0.231958
47.13 1.01163 0.433282 -0.242866 0.233743
47.14 1.00919 0.435631 -0.248586 0.23551
47.15 1.00669 0.437998 -0.254102 0.237259
47.16 1.00413 0.440383 -0.259412 0.238991
47.17 1.00153 0.442785 -0.264513 0.240703
47.18 0.998868 0.445204 -0.269403 0.242397
47.19 0.99616 0.44764 -0.274079 0.24407
47.2 0.993406 0.450093 -0.27854 0.245723
47.21 0.990606 0.452563 -0.282783 0.247355
47.22 0.987764 0.455048 -0.286809 0.248966
47.23 0.984882 0.457551 -0.290615 0.250553
47.24 0.981961 0.460069 -0.294201 0.252118
47.25 0.979004 0.462603 -0.297565 0.25366
47.26 0.976014 0.465152 -0.300708 0.255177
47.27 0.972992 0.467716 -0.30363 0.256669
47.28 0.96994 0.470296 -0.306329 0.258135
47.29 0.966861 0.47289 -0.308806 0.259575
47.3 0.963758 0.475499 -0.311062 0.260988
47.31 0.960632 0.478122 -0.313098 0.262373
47.32 0.957485 0.480759 -0.314913 0.26373
47.33 0.95432 0.48341 -0.316509 0.265058
47.34 0.951139 0.486073 -0.317887 0.266355
47.35 0.947944 0.48875 -0.319049 0.267622
47.36 0.944738 0.49144 -0.319995 0.268857
47.37 0.941522 0.494142 -0.320728 0.27006
47.38 0.938298 0.496856 -0.321249 0.27123
47.39 0.93507 0.499582 -0.32156 0.272366
47.4 0.931838 0.502319 -0.321663 0.273468
47.41 0.928605 0.505068 -0.321561 0.274534
47.42 0.925373 0.507827 -0.321256 0.275564
47.43 0.922145 0.510596 -0.320751 0.276557
47.44 0.918921 0.513376 -0.320047 0.277512
47.45 0.915705 0.516165 -0.319149 0.278429
47.46 0.912497 0.518963 -0.318058 0.279306
47.47 0.909301 0.52177 -0.316778 0.280142
47.48 0.906117 0.524586 -0.315311 0.280938
47.49 0.902948 0.527409 -0.313662 0.281691
47.5 0.899796 0.53024 -0.311832 0.282402
47.51 0.896662 0.533078 -0.309827 0.283069
47.52 0.893548 0.535923 -0.307648 0.283691
47.53 0.890456 0.538774 -0.305299 0.284268
47.54 0.887388 0.541631 -0.302784 0.284798
47.55 0.884345 0.544494 -0.300107 0.285282
47.56 0.881328 0.547361 -0.297271 0.285717
47.57 0.878341 0.550232 -0.29428 0.286104
47.58 0.875383 0.553108 -0.291138 0.28644
47.59 0.872457 0.555986 -0.287848 0.286726
47.6 0.869564 0.558868 -0.284414 0.286961
47.61 0.866706 0.561752 -0.280841 0.287143
47.62 0.863884 0.564638 -0.277131 0.287273
47.63 0.861098 0.567525 -0.27329 0.287348
47.64 0.858352 0.570413 -0.26932 0.287368
47.65 0.855645 0.573301 -0.265227 0.287333
47.66 0.852979 0.576189 -0.261013 0.287241
47.67 0.850356 0.579076 -0.256683 0.287092
47.68 0.847776 0.581961 -0.252241 0.286884
47.69 0.845241 0.584844 -0.247691 0.286618
47.7 0.842752 0.587725 -0.243036 0.286292
47.71 0.84031 0.590602 -0.238282 0.285905
47.72 0.837915 0.593475 -0.233432 0.285457
47.73 0.835569 0.596344 -0.228489 0.284947
47.74 0.833272 0.599208 -0.223458 0.284375
47.75 0.831027 0.602066 -0.218343 0.283738
47.76 0.828832 0.604918 -0.213148 0.283038
47.77 0.82669 0.607762 -0.207877 0.282272
47.78 0.824601 0.610599 -0.202533 0.281441
47.79 0.822565 0.613428 -0.197121 0.280544
47.8 0.820584 0.616247 -0.191644 0.279579
47.81 0.818658 0.619057 -0.186107 0.278547
47.82 0.816788 0.621856 -0.180513 0.277447
47.83 0.814974 0.624645 -0.174866 0.276279
47.84 0.813216 0.627421 -0.16917 0.27504
47.85 0.811516 0.630186 -0.163429 0.273733
47.86 0.809873 0.632937 -0.157647 0.272354
47.87 0.808289 0.635674 -0.151826 0.270905
47.88 0.806763 0.638397 -0.145972 0.269385
