0	nan
0.01	2.20905
0.02	1.71937
0.03	2.34429
0.04	2.29783
0.05	2.11879
0.06	2.3013
0.07	2.1293
0.08	2.03782
0.09	2.16275
0.1	2.20315
0.11	1.99813
0.12	2.01186
0.13	1.84604
0.14	2.16633
0.15	1.86752
0.16	1.94528
0.17	2.02215
0.18	2.00866
0.19	2.05396
0.2	2.48387
0.21	2.10649
0.22	2.0735
0.23	2.27578
0.24	2.1767
0.25	1.99413
0.26	2.21822
0.27	1.98543
0.28	2.14451
0.29	2.08896
0.3	2.145
0.31	2.0421
0.32	2.12808
0.33	2.03647
0.34	1.92175
0.35	2.03332
0.36	2.04082
0.37	1.95135
0.38	1.88136
0.39	2.09438
0.4	1.96057
0.41	2.11972
0.42	2.05555
0.43	2.26776
0.44	2.17118
0.45	1.94478
0.46	2.00017
0.47	2.0459
0.48	1.94691
0.49	1.97569
0.5	2.03843
0.51	1.88568
0.52	1.84078
0.53	1.82791
0.54	1.89798
0.55	1.94144
0.56	1.77369
0.57	1.87885
0.58	1.72732
0.59	1.8081
0.6	1.74114
0.61	1.74456
0.62	1.79575
0.63	1.85533
0.64	1.82301
0.65	1.87054
0.66	1.82795
0.67	2.06508
0.68	1.94843
0.69	1.79226
0.7	1.88465
0.71	1.91167
0.72	1.82786
0.73	1.82272
0.74	1.83792
0.75	1.87534
0.76	1.64435
0.77	1.79189
0.78	1.805
0.79	1.90592
0.8	1.79214
0.81	1.92226
0.82	1.86168
0.83	1.93838
0.84	1.94711
0.85	2.01304
0.86	1.94315
0.87	1.93337
0.88	2.02806
0.89	1.86632
0.9	1.76837
0.91	1.77471
0.92	1.85961
0.93	1.99522
0.94	1.89486
0.95	1.86721
0.96	1.9426
0.97	2.03775
0.98	1.99531
0.99	1.98669
1	1.94542
1.01	1.9465
1.02	1.9781
1.03	1.82487
1.04	1.82294
1.05	1.86428
1.06	1.87416
1.07	1.90783
1.08	1.82349
1.09	1.91126
1.1	1.74819
1.11	1.7558
1.12	1.71987
1.13	1.71362
1.14	1.82759
1.15	1.7167
1.16	1.72843
1.17	1.73698
1.18	1.73602
1.19	1.80905
1.2	1.76597
1.21	1.88821
1.22	1.95043
1.23	1.9205
1.24	1.87391
1.25	1.91394
1.26	1.93687
1.27	2.11248
1.28	1.95058
1.29	1.96797
1.3	1.96651
1.31	2.04175
1.32	1.87987
1.33	1.85179
1.34	1.92485
1.35	1.86687
1.36	1.90259
1.37	1.96937
1.38	1.84153
1.39	1.87237
1.4	1.85347
1.41	1.84613
1.42	1.82374
1.43	1.8166
1.44	1.82176
1.45	1.716
1.46	1.75706
1.47	1.82359
1.48	1.7823
1.49	1.84303
1.5	1.78663
1.51	1.97978
1.52	1.8945
1.53	1.90031
1.54	1.89528
1.55	1.77685
1.56	1.70932
1.57	1.82555
1.58	1.7982
1.59	1.68862
1.6	1.86422
1.61	1.99963
1.62	1.82532
1.63	1.77856
1.64	1.76749
1.65	1.84655
1.66	1.76722
1.67	1.76039
1.68	1.79954
1.69	1.84109
1.7	1.75087
1.71	1.94022
1.72	1.9195
1.73	1.94645
1.74	1.91785
1.75	1.80906
1.76	1.90285
1.77	1.95747
1.78	1.88692
1.79	1.90217
1.8	1.84966
1.81	1.82232
1.82	1.8112
1.83	1.76734
1.84	1.76006
1.85	1.79776
1.86	1.84231
1.87	1.77468
1.88	1.73278
1.89	1.6501
1.9	1.8848
1.91	1.83671
1.92	1.89237
1.93	1.83374
1.94	1.86992
1.95	1.87796
1.96	1.95996
1.97	1.90131
1.98	1.92287
1.99	1.95289
2	1.91867
2.01	1.8307
2.02	1.91274
2.03	1.89995
2.04	1.82628
2.05	1.8234
2.06	1.91739
2.07	1.91689
2.08	1.9341
2.09	1.91871
2.1	1.90757
2.11	1.89206
2.12	1.88327
2.13	1.89381
2.14	1.83883
2.15	1.85825
2.16	1.98685
2.17	1.83653
2.18	1.94697
2.19	1.93873
2.2	1.98996
2.21	2.00258
2.22	2.01488
2.23	1.95502
2.24	2.00703
2.25	2.01874
2.26	1.94261
2.27	1.99732
2.28	1.97937
2.29	1.93988
2.3	1.86071
2.31	1.85976
2.32	1.87129
2.33	1.75672
2.34	1.79581
2.35	1.8175
2.36	1.82492
2.37	1.80049
2.38	1.74704
2.39	1.79605
2.4	1.74594
2.41	1.70893
2.42	1.71215
2.43	1.74579
2.44	1.71414
2.45	1.70651
2.46	1.77794
2.47	1.68989
2.48	1.78478
2.49	1.83812
2.5	1.84463
2.51	1.86411
2.52	1.90195
2.53	1.95104
2.54	1.84407
2.55	1.77087
2.56	1.82245
2.57	1.83215
2.58	1.87221
2.59	1.80213
2.6	1.79228
2.61	1.76597
2.62	1.7515
2.63	1.76482
2.64	1.72284
2.65	1.68701
2.66	1.86923
2.67	1.83147
2.68	1.83892
2.69	1.91886
2.7	1.89017
2.71	1.94963
2.72	1.84068
2.73	1.80845
2.74	1.76163
2.75	1.83116
2.76	1.71399
2.77	1.61972
2.78	1.65594
2.79	1.66339
2.8	1.68808
2.81	1.65912
2.82	1.71661
2.83	1.60675
2.84	1.65042
2.85	1.64699
2.86	1.64594
2.87	1.65015
2.88	1.68077
2.89	1.6617
2.9	1.65798
2.91	1.76463
2.92	1.64203
2.93	1.63742
2.94	1.6896
2.95	1.69049
2.96	1.66088
2.97	1.6333
2.98	1.65571
2.99	1.68911
